dbn,username,borough,grade_level,enrollment,comment,likes,dislikes,replies,post_date,fam_comm_ties,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,pct_chronic_absent
29Q034,ccse,queens,Elementary,565,"Shareece, a recent graduate, writes: ""I love this school ... the teachers are wonderful, the principal (Mr.Ciani) is so kind. I've learned so much through my years at PS 34 ... I thank all my teachers, my principal, and other staff members for encouraging me and motivating me to excel in life.""",0,0,0,2004-11-16T21:18:18,0.75,0.106,0.168,0.085,0.889,0.149,0.614,0.127,0.665,0.163,0.012,0.23
29Q034,WaltNYC,queens,Elementary,565,"""As a former PTA President 1999-2002, we had decent after school programs (project read/math), parent participation (dance-step programs) parent/teacher participation,"" writes a parent. ""Ongoing meetings with my former principal solved 75-98.9% of all problems. The 1.89% had been settled on district level, then submit to principal. We didn't need parent coordinators in every school, but had an excellent district parent coordinator.""",1,0,0,2004-08-27T16:31:53,0.75,0.106,0.168,0.085,0.889,0.149,0.614,0.127,0.665,0.163,0.012,0.23
29Q035,newslink,queens,Elementary,640,"Principal Mark Dempsey was one of the lowest-rated principals on the <a href=""http://schools.nyc.gov/OA/SchoolReports/2010-11/Survey_2011_Q127.pdf"">2010-11 School Survey</a>. Among teachers, 79.5 percent reported that they believe the principal is a weak manager and they don't trust the principal.",0,0,0,2011-11-03T20:26:53,0.75,0.14800000000000002,0.158,0.073,0.687,0.092,0.669,0.281,0.33399999999999996,0.267,0.031,0.214
29Q035,MAXI CABAN,queens,Elementary,640,"I ATTENDED THIS SCOOL BACK IN THE LATE 80'S & I HAD GREAT TIMES THERE. I ACTUALLY MADE A PAGE ON FACEBOOK SO THAT I CAN FIND MY FRIENDS & PEOPLE HAD A PLACE TO FIND EACH OTHER, REMINISCE & HAVE CONVERSATIONS WITH FRIENDS & TEACHERS. CHECK IT OUT @ 
http://www.facebook.com/profile.php?id=1233812021#!/pages/PS-35-NATHANIEL-WOODHULL-SCHOOL/397155900531",0,0,0,2011-07-11T13:10:08,0.75,0.14800000000000002,0.158,0.073,0.687,0.092,0.669,0.281,0.33399999999999996,0.267,0.031,0.214
29Q035,Nelika,queens,Elementary,640,i loved this school especially mr licata,0,0,0,2011-01-04T03:56:43,0.75,0.14800000000000002,0.158,0.073,0.687,0.092,0.669,0.281,0.33399999999999996,0.267,0.031,0.214
29Q035,Anonymous,queens,Elementary,640,"""My daughter loves everything,"" says a kindergarten mother. ""She mostly likes computer: the games and the learning.""",0,0,0,2005-05-31T20:06:01,0.75,0.14800000000000002,0.158,0.073,0.687,0.092,0.669,0.281,0.33399999999999996,0.267,0.031,0.214
29Q035,Anonymous,queens,Elementary,640,"""My daughter likes reading. She's doing very well,"" a kindergarten parent says. ""She gets a good amount of homework. The school has changed (my daughter graduated from here five years ago). The teachers have changed. The new principal is better.""",0,0,0,2005-05-31T20:05:51,0.75,0.14800000000000002,0.158,0.073,0.687,0.092,0.669,0.281,0.33399999999999996,0.267,0.031,0.214
29Q035,Anonymous,queens,Elementary,640,"""It's a nice, small, and cozy school,"" says a teacher. ""The [student] population has changed. Kids have gotten lower on the academic scale in the last few years. We're lucky to have good, hard-working teachers.""",0,0,0,2005-05-31T20:05:42,0.75,0.14800000000000002,0.158,0.073,0.687,0.092,0.669,0.281,0.33399999999999996,0.267,0.031,0.214
29Q036,Pacbigp,queens,Elementary,408,"Ps 36 is a great school. The main problem here is not the teachers or the staff many of the school issues is the parenting. Many times the parents are not involved in their children's education. Like many schools ps 36 has a meet the teachers night, parent teacher conferences, or school enrichment meeting, ask me how many parents show? However, this doesn't mean the parents don't care  about their child's education, but when your child is always on the promotion and doubt list every year from first grade to fifth grade, who do you blame.It's really sad  that the teachers have to deal with the disrespect of the parents everyday. I would be exhausted. Anyway, my daughters had great teachers like Mrs. Tinglin, Mrs Rose, Mrs A, Mrs Connon and Mrs Way and the principal  Mrs Lynn S, really cares about her children and the school.",0,0,0,2015-09-29T00:14:42,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,WILLARD PRICE,queens,Elementary,408,I LOVE PS 36  #1 SCHOOL IN QUEENS. MR. PRICE,0,0,0,2014-05-13T23:33:02,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Neria71,queens,Elementary,408,"My children went to this school and so did I. PS 36 was a good schools then and I hope is a better school today. We have to focus on the family structure and reading and writing to make this school strong again. We, as a community have the obligation to help these children have a brighter future.  We as a people are lagging behind the rest of the country. Afican American are  behind in everything and we have to take charge of our community to help our children compete with the rest of society. It is sad , we are more concern about the way our children dress, then the way the read or write. Let's come together and make this school an example of excellents  and outstanding in reading and writing.",1,0,0,2012-04-28T16:45:07,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,John_Williams,queens,Elementary,408,"To Dee95823: Just because no one has died from the guy yelling doesn't mean that it's a good thing for the kids. In fact, I think it's bad to have kids yelled at every day. Imaging you had some crazy guy yelling at you for months, or years, on end. That's not an association that they should have with a place of learning. ",2,0,0,2012-03-30T18:33:29,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Dee95823,queens,Elementary,408,Okay so maybe the school does not condone him yelling at the students but it does work and so far no one as died from him yell as it......To me the staff and administration are great the are working hard and it shows.Thank you all,0,0,0,2012-03-22T18:26:49,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Tyler98,queens,Elementary,408,"John - i couldn't agree with you more about the crazy guy in the morning. I can't believe the school condones the man, looks like he's completely mental and scares the kids ! ",2,0,0,2012-03-17T02:57:12,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,John_williams,queens,Elementary,408,This school has an elderly man yelling at kids in the morning to get in. It's very odd -- i can't figure out if the school condones this screaming.. ,3,0,0,2012-03-16T05:48:51,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Amaniyaaiken,queens,Elementary,408,"hey its me amaniya i am  going to visit you
",0,0,0,2011-11-10T16:42:38,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""Even if you're in the 5th grade, teachers your child had still talk to you,"" said a 4th grade mother. ""Every teacher who has had my son is helping. I feel very supported.""",0,0,0,2005-05-02T17:26:33,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""My son likes this school very much,"" said a 1st grade father and kitchen worker. ""He likes his teacher and has opened up to his classmates. He's himself here. I have an opportunity to be in this school and see what is going on. There are a lot of extra-curricular activities, lots of things he can be exposed to at a young age. I think that's important.""",0,0,0,2005-05-02T17:26:23,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""My son likes the reading and writing workshop,"" said a 2nd grade mother and 1st grade teacher. ""I wish the school had more interactive, hands-on things likes trips. They [the students] need more links to the community and outside world.""",1,0,0,2005-05-02T17:26:14,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""I've been here for five years and seen so many improvements,"" said a teacher's assistant and 3rd grade mother. ""Ms. [Principal Cynthia] Hunter has done so much. She's expanded the after-school programs. My son loves it here. It's a warm, family environment, and he feels at home.""",0,0,0,2005-05-02T17:26:07,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""She's a wonderful, wonderful principal and has really pulled this school up,"" said a special education teacher.",0,0,0,2005-05-02T17:26:01,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""She [Principal Cynthia Hunter] is phenomenal,"" said a 2nd grade teacher. ""She greets the children each morning. They love her. She has given Thanksgiving and Christmas dinners for teachers and makes sure that we get whatever we need. She could come into any school and turn it around.""",0,0,0,2005-05-02T17:25:51,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""With my students, there is not sufficient support at home,"" said a teacher. ""I have kids who have been bringing the same book home since October. They don't read at home. And if I'm not sitting with them here, they're not reading. We have to teach a lot of other skills: how to sit, not to hit [other children].""",0,0,0,2005-05-02T17:25:44,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""We get a lot of ELA [English Language Arts] support,"" said a 4th grade teacher. ""It's so hard to get everything done. There are too many standards and not enough time to meet them.""",0,0,0,2005-05-02T17:25:37,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Neria71,queens,Elementary,408,"I am thinking about sending my granddaughter to this school, but she is very ahead on reading and writing for her age. Is this a good school for her to get her first start? We as a family work very hard with her and she is very smart. She has a good support system and we all work together to maintain a healthy life for her. We as parents, educators,grandparents, should give our  all to make sure these children get the best education. The white community put everything in their childrens education and we have to do better.",0,0,1,2012-04-28T16:30:26,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""We need more time to integrate other subjects like social studies and science,"" said a 4th grade teacher.""",0,0,0,2005-05-02T17:25:31,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,Anonymous,queens,Elementary,408,"""This new [reading and writing] program assumes that children have already had some learning,"" said one instructor. ""It's like pulling teeth getting some things done. Students don't have 'print-rich' [literate] environments at home. Language support there is not sufficient.""",0,0,0,2005-05-02T17:25:25,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q036,JOAN,queens,Elementary,408,"""It is the best school I could ever go to,"" writes Mary A., a student. ""The staff is polite and caring. If you were to go you would never want to leave.""",0,0,0,2004-09-22T16:57:11,1.0,0.066,0.228,0.086,0.772,0.218,0.64,0.025,0.8109999999999999,0.115,0.005,0.27
29Q037,newslink,queens,Elementary,391,"Dads from PS 37 Cynthia Jenkins School are featured in an article on the U.S. Department of Education's blog Homeroom. You can read the blog <a href=""http://blog.ed.gov/2015/10/calling-all-dads-nationwide-efforts-highlight-ways-fathers-can-get-more-involved-in-their-childrens-education/"">here</a>.",0,0,0,2015-10-09T20:42:37,0.5,0.036000000000000004,0.228,0.11800000000000001,0.9490000000000001,0.207,0.66,0.027999999999999997,0.8490000000000001,0.105,0.005,0.358
29Q037,WrightLakia,queens,Elementary,391,I remember when I was in this school I was a brilliant student,1,0,0,2012-01-08T19:52:57,0.5,0.036000000000000004,0.228,0.11800000000000001,0.9490000000000001,0.207,0.66,0.027999999999999997,0.8490000000000001,0.105,0.005,0.358
29Q037,Jamier,queens,Elementary,391,i like this school it fun i love every teachers in this school they sweet ,0,0,0,2011-06-22T01:55:39,0.5,0.036000000000000004,0.228,0.11800000000000001,0.9490000000000001,0.207,0.66,0.027999999999999997,0.8490000000000001,0.105,0.005,0.358
29Q037,Anonymous,queens,Elementary,391,"<P>Yvette Hinds-Joseph earned a ""Lifetime Achievement Award"" from the&nbsp;West Side Spirit as part of that newspaper's 2008 Blackboard Awards. Hinds-Joseph is a 22-year-teaching veteran of the 4th and 5th grade who stresses her strong expectations of students from Day One.</P>
<P>""Children know when you have their interests at heart,"" she said. </P>",1,0,0,2008-06-20T16:58:05,0.5,0.036000000000000004,0.228,0.11800000000000001,0.9490000000000001,0.207,0.66,0.027999999999999997,0.8490000000000001,0.105,0.005,0.358
29Q037,Jokesffrsd,queens,Elementary,391,"Parent Michelle writes that she is excited about the school's new administration and praises the chorus program. However, the school needs more parent involvement, she writes: ""If there were more parent involvement and community donations to this school then there would be more extracurricular activities for the students.""",0,0,0,2006-02-07T22:02:07,0.5,0.036000000000000004,0.228,0.11800000000000001,0.9490000000000001,0.207,0.66,0.027999999999999997,0.8490000000000001,0.105,0.005,0.358
